23,4,0.1,0.08423633114780199,0.328
10,4,0.05,0.08972155448435902,0.3
10,3,0.05,0.10838165109635738,0.264
20,3,0.05,0.14918535206707154,0.249
30,4,0.1,0.1768411328922842,0.264
15,3,0.05,0.23327503091206056,0.185
23,3,0.2,0.6622234213361183,0.132
15,4,0.2,0.9586756767858251,0.206
10,3,0.2,100.0663311441528,0.014
15,4,0.3,101.71960426527713,0.006
20,4,0.2,104.38179858219543,0.009
30,3,0.2,104.44567382103556,0.003
20,2,0.1,105.09954632645251,0.012
20,2,0.4,1054.2344970144673,0.0
20,2,0.2,110.72666822305598,0.004
30,4,0.05,11.23277300455463,0.002
23,4,0.2,13.124302394699155,0.0
20,4,0.4,13191.566953421667,0.001
10,4,0.4,141.71305356391795,0.009
30,2,0.3,14.83028540129906,0.047
30,3,0.05,15.571060111794113,0.0
10,3,0.4,15589.33727370608,0.003
23,4,0.4,160.2804890453641,0.009
23,4,0.05,17.062395279021885,0.001
23,2,0.4,1990.444678285091,0.002
20,3,0.1,20.963984868013466,0.0
15,4,0.05,2.1436246418247933,0.092
30,2,0.05,231.97859531781154,0.008
15,4,0.1,2.3544146065357663,0.008
20,4,0.05,23.62839553800041,0.0
20,2,0.05,247.68112410511543,0.008
15,3,0.2,25.233874111907966,0.004
20,4,0.3,257.71278506771415,0.008
30,3,0.3,26365.166673263877,0.0
30,3,0.1,26.766213285448785,0.0
10,2,0.1,280.16602813066896,0.003
10,4,0.2,30.581876117238526,0.0
23,4,0.3,31607.092284632567,0.0
15,4,0.4,3171.6797947343666,0.002
10,2,0.2,331.74728988664987,0.0
20,3,0.2,33.52403718926558,0.001
15,2,0.05,338.5487162216459,0.003
10,2,0.3,345.9409357456807,0.002
23,2,0.05,356.57846649124474,0.004
30,4,0.2,35.9597715946115,0.003
10,2,0.05,360.12712738520906,0.008
20,2,0.3,362.96062173336094,0.001
15,3,0.4,390.786107595091,0.003
15,2,0.1,394.182066185603,0.005
15,3,0.3,39.6033426909618,0.003
23,2,0.3,400.09370866241153,0.003
30,4,0.4,41607.82626377789,0.001
15,2,0.2,43.832121291834355,0.024
30,3,0.4,465.3006122110813,0.005
10,4,0.1,4.946746334642141,0.022
10,2,0.4,510.01048064298845,0.006
15,2,0.3,513.8892230407432,0.001
23,3,0.1,5.340598203470455,0.033
20,3,0.3,559.446289383943,0.002
15,2,0.4,578.4177444286005,0.001
10,3,0.3,60.240942789660764,0.007
30,2,0.1,60.66230915327793,0.007
10,3,0.1,61.26866493325187,0.0
15,3,0.1,6.25140929770672,0.011
30,2,0.2,6.404245184270986,0.039
23,2,0.1,69.00694662689186,0.027
10,4,0.3,7.164673784403474,0.035
23,3,0.05,7.222388854838931,0.006
23,3,0.4,7513.313301298981,0.0
30,4,0.3,794.8134389443642,0.002
23,3,0.3,8091.647242897998,0.0
23,2,0.2,8.698624729724859,0.083
30,2,0.4,89261.44591048935,0.0
20,4,0.1,9.728073477886747,0.004
20,3,0.4,99.68674470391915,0.007
